32  20160512_Bin_25_6 20160517_Bin_64_3 20160502_Bin_67_1
33  20160502_Bin_57_2 20160517_Bin_69_2 20160512_Bin_57_2 20120524_Bin_16_1
34  20120607_Bin_45 20160517_Bin_69_3 20160502_Bin_57_1 20160512_Bin_57_3 20110526_Bin_132_1
35  20160502_Bin_5_10 20110512_Bin_59_1 20110526_Bin_56_1 20110506_Bin_78_1 20100504_Bin_115_1 20100518_Bin_134_1 20120524_Bin_14_4 20110530_Bin_93_1 20110516_Bin_83_1 20110523_Bin_101_1 20100511_Bin_79_1
36  20120416_Bin_20_2 20110428_Bin_19_2 20120308_Bin_56_1 20160502_Bin_38_2 20120405_Bin_40_1
37  20160517_Bin_50_1 20160512_Bin_45_6 20120524_Bin_44_1 20110526_Bin_22_1 20160502_Bin_36_1 20120607_Bin_46_1 20110530_Bin_16_2 20110519_Bin_24_2 20110523_Bin_35_1
38  20160502_Bin_33_8 20100420_Bin_8_1 20100413_Bin_7_1 20160316_Bin_50_1 20100408_Bin_25 20100303_Bin_52_1 20160426_Bin_12_3 20100430_Bin_5_1 20100504_Bin_25_1 20160321_Bin_63 20100330_Bin_30_1
39  20160502_Bin_27_3 20160512_Bin_34_5
170  20120412_Bin_69_2
171  20120412_Bin_69_1
172  20120412_Bin_67
173  20120412_Bin_66_2
174  20120412_Bin_65_1
175  20120412_Bin_64_2
220  20110530_Bin_39_1
176  20120412_Bin_64_1
177  20120412_Bin_55
1  20160517_Bin_7_7 20160512_Bin_14_5 20160419_Bin_13_3 20160502_Bin_34_1
221  20110530_Bin_26
178  20120412_Bin_51_1
222  20110530_Bin_15_1
2  20110523_Bin_35_2 20160517_Bin_50_5 20160512_Bin_35_6 20120607_Bin_103
223  20110530_Bin_12_1
179  20120412_Bin_49
3  20160517_Bin_47_2 20160412_Bin_46_1 20160426_Bin_12_1 20160331_Bin_24_3 20160512_Bin_22_6 20160419_Bin_27_2
224  20110526_Bin_92
4  20160331_Bin_24_5 20120607_Bin_41_1 20160426_Bin_12_4 20160412_Bin_26_1 20160517_Bin_47_1 20110519_Bin_13_1 20160512_Bin_22_3 20160419_Bin_27_1 20160502_Bin_33_1
5  20160517_Bin_40_3
225  20120416_Bin_61_1 20120426_Bin_39_1 20120405_Bin_74_1 20120607_Bin_71_1 20110526_Bin_88_2
226  20120524_Bin_59_1 20160426_Bin_77_3 20160512_Bin_2_5 20160517_Bin_72_3 20160502_Bin_23_1 20110526_Bin_87_1
6  20100518_Bin_62_2 20160512_Bin_59_3 20160517_Bin_2_1 20120607_Bin_49_1
7  20160517_Bin_20_2
227  20110526_Bin_8_3 20100413_Bin_2_2 20160502_Bin_2_4 20160512_Bin_3_6 20100330_Bin_13_2 20160321_Bin_5_1 20160331_Bin_3_3 20100430_Bin_3_3 20160517_Bin_11_8 20160419_Bin_4_9 20100518_Bin_65_2 20100303_Bin_49_2 20100408_Bin_1_3
228  20110512_Bin_69_1 20110509_Bin_67_1 20100511_Bin_78 20160502_Bin_42_1 20160512_Bin_61_3 20100504_Bin_31_1 20110526_Bin_71_1 20110516_Bin_40_1 20120524_Bin_70_1 20100518_Bin_91 20110506_Bin_72_1 20160517_Bin_72_4 20110428_Bin_112_1 20160426_Bin_77_1
8  20160517_Bin_10_6
9  20160517_Bin_71_2 20160512_Bin_76_1
229  20110526_Bin_64
40  20160502_Bin_23_4
41  20160502_Bin_20_4
42  20160502_Bin_20_1
43  20160502_Bin_19_1
44  20160502_Bin_17_4 20160512_Bin_26_12
45  20160517_Bin_33_4 20160502_Bin_17_3 20160512_Bin_26_10
46  20160426_Bin_50_2 20160331_Bin_51_5 20160512_Bin_46_1 20160419_Bin_44_1 20160502_Bin_49_1 20160517_Bin_43_1 20160412_Bin_73_1
47  20160426_Bin_38_3 20160502_Bin_30_4 20100518_Bin_73_1 20120607_Bin_21_2
48  20160502_Bin_12_11 20160426_Bin_38_2 20160517_Bin_56_2 20160512_Bin_48_3
49  20160412_Bin_15_2 20160502_Bin_6_8 20160321_Bin_26_1 20160331_Bin_10_1 20110516_Bin_68_1 20160426_Bin_34_4 20110523_Bin_32 20160316_Bin_8_6 20120510_Bin_109 20110519_Bin_80_1
180  20120412_Bin_42_1
181  20120412_Bin_40
182  20120412_Bin_39_1 20120405_Bin_31
183  20120412_Bin_38 20120416_Bin_28_1
184  20120412_Bin_36_1
185  20120412_Bin_29_2
230  20110526_Bin_54_1
186  20120412_Bin_16_1
187  20120412_Bin_156
231  20110526_Bin_52_1 20110523_Bin_54_1 20110516_Bin_16_1 20120426_Bin_74_1 20110509_Bin_30_1 20100518_Bin_42_1 20120503_Bin_35_1 20110519_Bin_30_1 20110512_Bin_84_1 20110512_Bin_60_1 20110530_Bin_44_1
188  20120412_Bin_15_2
232  20110526_Bin_51_1 20120510_Bin_82_2
189  20120412_Bin_137_1
233  20120503_Bin_18_2 20110526_Bin_40_1 20160316_Bin_8_10 20160502_Bin_39_2 20160517_Bin_26_3 20160412_Bin_15_4 20160426_Bin_34_5 20110428_Bin_46_2 20160321_Bin_3_3 20120524_Bin_26_1 20160419_Bin_7_6 20160512_Bin_24_1 20120510_Bin_47_1 20110530_Bin_9_2 20160331_Bin_10_3
234  20160321_Bin_21_1 20120308_Bin_40_1 20160502_Bin_1_13 20120503_Bin_59_1 20160316_Bin_24_3 20160517_Bin_21_4 20120510_Bin_15_1 20110526_Bin_35 20110428_Bin_28 20110530_Bin_21 20160419_Bin_19_1 20160412_Bin_17_4 20160426_Bin_48_5 20160512_Bin_29_5 20160331_Bin_23_4 20110324_Bin_24_1
235  20110526_Bin_21_1
236  20160419_Bin_33_1 20110523_Bin_39_1 20160512_Bin_7_7 20100518_Bin_35 20110526_Bin_20_1 20110530_Bin_11_1 20160426_Bin_7_3 20160502_Bin_10_3 20160517_Bin_7_6 20110516_Bin_7_1 20110519_Bin_23_1
237  20110526_Bin_19_1
238  20110530_Bin_75_1 20110526_Bin_116 20110523_Bin_145_1
239  20110526_Bin_10_1
50  20160426_Bin_25_1 20120405_Bin_14_4 20160517_Bin_24_8 20110421_Bin_9_2 20160502_Bin_15_8 20110414_Bin_8_2 20110428_Bin_13_2 20160321_Bin_11_7 20110426_Bin_9_2
51  20120524_Bin_41 20110526_Bin_30_1 20160502_Bin_37_5 20160426_Bin_20_3 20160512_Bin_56_2 20110428_Bin_41_1
52  20160426_Bin_13_1 20160419_Bin_63_1 20100518_Bin_122 20120607_Bin_31_1 20160412_Bin_52_3 20120524_Bin_105_1
53  20160426_Bin_10_5 20110506_Bin_36_1 20110428_Bin_53_1 20160502_Bin_28_2 20110512_Bin_15_1 20100518_Bin_16_1 20100504_Bin_18_1 20100430_Bin_11_1 20100408_Bin_22_1 20160512_Bin_22_7 20110509_Bin_6_2 20100413_Bin_11_1 20100423_Bin_27_1 20100511_Bin_23_1 20100420_Bin_26_1
54  20110509_Bin_57_1 20120510_Bin_102_1 20100518_Bin_75_2 20100504_Bin_54_1 20100511_Bin_37_1 20110523_Bin_115_1 20110512_Bin_74_1 20110516_Bin_74_1 20160419_Bin_9_3 20120503_Bin_80_1 20160426_Bin_17_8 20160517_Bin_65_3 20110526_Bin_107_1 20100430_Bin_60_1 20160502_Bin_30_1 20110519_Bin_85_1 20160512_Bin_45_3
55  20160426_Bin_61_1 20160412_Bin_46_3 20160419_Bin_55_1
56  20110519_Bin_54 20100518_Bin_59 20160517_Bin_48_4 20100511_Bin_60_1 20160502_Bin_43_4 20160419_Bin_54_4 20160412_Bin_14_1 20110516_Bin_15_1 20160512_Bin_44_1 20100504_Bin_70_1 20160426_Bin_11_1 20100430_Bin_65_1
57  20160419_Bin_5_1 20110404_Bin_12_1 20110407_Bin_9_1 20110331_Bin_16_1 20120607_Bin_22_5 20110421_Bin_15_1 20160316_Bin_43_6 20110426_Bin_10_1 20160512_Bin_11_6 20120426_Bin_43_1 20120308_Bin_88_2 20120412_Bin_30_6 20120405_Bin_106_1 20120524_Bin_2_5 20110428_Bin_29_2 20110414_Bin_7_1 20110506_Bin_27_1 20110321_Bin_14_1 20160412_Bin_12_8 20160502_Bin_3_5 20160321_Bin_52_6 20160426_Bin_23_2 20120416_Bin_26_4 20160517_Bin_17_6 20160331_Bin_41_1 20110526_Bin_62_1 20120503_Bin_14_7 20120510_Bin_125_1 20110324_Bin_26_3 20100303_Bin_96
58  20160419_Bin_37_1 20160502_Bin_65_2
59  20160419_Bin_29_3 20160412_Bin_14_3 20160426_Bin_11_2 20100430_Bin_64 20100518_Bin_111 20160502_Bin_43_2 20160512_Bin_44_6 20100511_Bin_62_1 20100504_Bin_100
190  20120412_Bin_12
191  20120412_Bin_129_1
192  20120412_Bin_117_1 20120416_Bin_112_1
193  20120412_Bin_112
194  20120412_Bin_100_1
195  20120405_Bin_9 20160517_Bin_31_1
196  20160517_Bin_10_1 20120405_Bin_96_1 20160502_Bin_29_5 20160321_Bin_13_5
240  20110526_Bin_62_3 20110523_Bin_92_1
197  20120405_Bin_61_1
241  20110523_Bin_72_1 20110404_Bin_31 20110512_Bin_27_1 20110321_Bin_45 20120308_Bin_62_1 20100504_Bin_65 20110324_Bin_62_1 20120405_Bin_68_1 20100518_Bin_70_1 20160517_Bin_28_1 20120510_Bin_24_2 20100511_Bin_63 20110509_Bin_62_1 20120503_Bin_85_1 20110421_Bin_10_1 20120524_Bin_86_1 20110428_Bin_45_2 20110328_Bin_45 20110331_Bin_26 20160426_Bin_14_4 20120607_Bin_67 20100303_Bin_56_1 20160512_Bin_15_12 20120412_Bin_76_1 20110414_Bin_29_1 20110407_Bin_36_1 20110426_Bin_14_1 20110526_Bin_57_1 20110530_Bin_51_1 20110506_Bin_61_1 20160502_Bin_9_4 20120426_Bin_53_1 20120416_Bin_58_1
198  20120405_Bin_52_2
242  20110523_Bin_70 20110526_Bin_123_1
199  20120405_Bin_46 20120412_Bin_72 20120416_Bin_76_1 20120426_Bin_30_1 20120308_Bin_66_1
243  20160419_Bin_38_3 20110512_Bin_18_1 20110519_Bin_35 20110509_Bin_11_1 20110506_Bin_42_1 20160331_Bin_41_3 20120412_Bin_86_1 20160316_Bin_23_8 20120510_Bin_39_1 20120416_Bin_57_1 20160517_Bin_54_1 20110404_Bin_49_1 20110331_Bin_47_1 20120503_Bin_75_1 20110426_Bin_34_2 20110421_Bin_51_1 20110523_Bin_57 20110516_Bin_34 20120405_Bin_48_1 20160321_Bin_27_5 20110530_Bin_33_1 20120524_Bin_38_1 20160412_Bin_12_3_1 20120607_Bin_83_1 20160502_Bin_56_4 20160426_Bin_23_5 20120426_Bin_50_1 20110324_Bin_77_1 20160512_Bin_10_4 20110328_Bin_39_1 20110407_Bin_41_1 20110428_Bin_103_1 20110414_Bin_43_1 20110321_Bin_50_1
244  20120426_Bin_48 20160321_Bin_57_1 20160412_Bin_59_5 20120503_Bin_104_1 20160316_Bin_32_3 20160331_Bin_37_3 20120510_Bin_97_1 20110523_Bin_51_1
245  20160502_Bin_22_5 20160426_Bin_33_7 20110519_Bin_20_2 20110523_Bin_38_2 20100423_Bin_16_1 20100420_Bin_29 20110516_Bin_24_1 20100430_Bin_33_1
246  20110523_Bin_25 20100430_Bin_10 20100504_Bin_56_1 20100420_Bin_35_1 20100423_Bin_43_1 20110519_Bin_16 20110516_Bin_21 20100518_Bin_10_1 20100413_Bin_40_1_1 20100408_Bin_39_1 20100330_Bin_35_1
247  20120308_Bin_25_1 20120524_Bin_113_1 20160321_Bin_17_10 20160502_Bin_7_8 20160331_Bin_3_7 20160512_Bin_10_17 20110523_Bin_24_6 20120405_Bin_116_1 20110530_Bin_6_1 20120531_Bin_30_1 20160419_Bin_4_6 20120607_Bin_72_1 20160316_Bin_14_3 20160426_Bin_8_3
248  20160331_Bin_10_7 20110523_Bin_23_1 20160412_Bin_15_3 20120510_Bin_61_1
249  20110523_Bin_2_1
60  20160419_Bin_29_2 20160426_Bin_27_4
61  20160512_Bin_18_4 20160426_Bin_12_2 20160331_Bin_24_1 20160419_Bin_27_3 20160517_Bin_22_3 20160502_Bin_11_2 20160412_Bin_21_4
62  20160419_Bin_15
63  20120426_Bin_34_3 20100511_Bin_4_1 20160502_Bin_17_1 20160426_Bin_11_6 20120510_Bin_20_1 20110516_Bin_52_1 20100430_Bin_16_1 20100420_Bin_24_1 20100408_Bin_71_1 20160419_Bin_14_6 20120524_Bin_19_1 20160512_Bin_26_1 20110519_Bin_50_1 20120503_Bin_84_1 20100518_Bin_55_1 20100504_Bin_80_1 20100423_Bin_58_1 20100413_Bin_14_1 20100330_Bin_27_1
64  20160419_Bin_12_2
65  20160419_Bin_12_1
66  20160412_Bin_55
67  20160412_Bin_5_2 20120308_Bin_36 20110407_Bin_14_1 20160419_Bin_16_2 20110414_Bin_16_1 20110331_Bin_25_1 20110516_Bin_41 20110530_Bin_65_1 20110519_Bin_58_1 20120412_Bin_89_1 20120416_Bin_59_1 20120426_Bin_54_1 20100518_Bin_82_1 20160512_Bin_32_7 20160426_Bin_22_2 20110404_Bin_15 20110328_Bin_17_1 20100420_Bin_7 20160321_Bin_16_3 20110324_Bin_49_1 20110428_Bin_71_1 20120405_Bin_73_1 20110526_Bin_83_1 20120510_Bin_63_1 20110523_Bin_79_1 20120503_Bin_66_1 20160517_Bin_22_2 20160502_Bin_1_6 20100413_Bin_10
68  20160412_Bin_52_2 20160419_Bin_51_3
69  20160412_Bin_34_4
250  20160316_Bin_5_3 20160426_Bin_1_6 20160331_Bin_6_3 20120510_Bin_6_4 20110523_Bin_15_1 20160502_Bin_6_1 20160412_Bin_11_2 20120503_Bin_5_4
251  20120607_Bin_76_1
252  20120607_Bin_76_2 20110523_Bin_108_1 20110530_Bin_90_1 20110526_Bin_128_1
253  20110519_Bin_8 20110523_Bin_26 20160517_Bin_40_1 20160502_Bin_10_4 20160512_Bin_19_9 20110512_Bin_22_1
254  20110519_Bin_4_1 20110523_Bin_9_1
255  20160316_Bin_17_4 20160331_Bin_1_8 20120524_Bin_98_1 20160321_Bin_9_1 20160426_Bin_10_2 20160502_Bin_1_4 20160419_Bin_20_3 20120607_Bin_110_1 20110519_Bin_40 20120503_Bin_43 20110523_Bin_89_1 20160512_Bin_23_8 20120510_Bin_121_1 20110526_Bin_110_1 20120531_Bin_78_1 20110530_Bin_86_1 20160412_Bin_5_7 20160517_Bin_29_3
300  20110426_Bin_22
256  20120524_Bin_114_1 20120531_Bin_58_1 20110526_Bin_145_1 20120607_Bin_119_1 20110523_Bin_59_1 20110519_Bin_28_1
257  20110526_Bin_79_1 20110519_Bin_12_2 20110523_Bin_106_1
301  20110426_Bin_16_2
258  20110516_Bin_8_1
302  20110426_Bin_10_3 20110428_Bin_29_1
259  20160412_Bin_42_3 20110516_Bin_6_1 20110523_Bin_59_2 20160419_Bin_63_3
303  20110428_Bin_82_1 20160321_Bin_44_1 20110421_Bin_42_1 20110426_Bin_33_1 20120405_Bin_90 20120524_Bin_100_1
304  20110428_Bin_94_1 20110426_Bin_28_1 20110421_Bin_38_1
305  20120405_Bin_1_16 20120416_Bin_7_16 20120510_Bin_1_23
70  20160321_Bin_3_5 20110509_Bin_3_1 20110506_Bin_13_1 20160419_Bin_7_2 20120510_Bin_47_2 20120503_Bin_18_1 20160512_Bin_24_3 20110426_Bin_12_1 20160412_Bin_32_3 20160316_Bin_8_1 20120426_Bin_21_1 20160517_Bin_26_2 20110530_Bin_9_1 20160331_Bin_10_4 20160426_Bin_40_4 20160502_Bin_39_5 20110428_Bin_46_1
306  20120524_Bin_78_1 20120405_Bin_53_1 20160517_Bin_30_2 20120308_Bin_21_2 20160502_Bin_46_6 20110421_Bin_31_2 20160321_Bin_58_4 20110526_Bin_44_1
71  20160412_Bin_32_2
307  20110414_Bin_22 20100408_Bin_24_1 20120412_Bin_48_1 20100330_Bin_23 20110407_Bin_38_1 20110404_Bin_38_1 20120405_Bin_72_1 20110324_Bin_75_1 20100303_Bin_61 20160321_Bin_30_5 20160331_Bin_54_1 20110321_Bin_47_1 20110331_Bin_51 20110328_Bin_36_2 20160316_Bin_28_1 20120308_Bin_52_1
308  20120503_Bin_27 20110526_Bin_36_1 20110414_Bin_17_1 20120510_Bin_38_1 20120426_Bin_33_1 20120405_Bin_37_1 20110331_Bin_43_1 20110328_Bin_46_1 20110321_Bin_58_1 20110324_Bin_69_1 20100303_Bin_67_1 20160426_Bin_52 20110421_Bin_11 20160502_Bin_14_2 20160517_Bin_46_1 20110426_Bin_20_1 20120416_Bin_21_1 20120412_Bin_14_1 20110428_Bin_62_1 20160321_Bin_14_4 20110404_Bin_37 20110407_Bin_35 20160316_Bin_21_2 20120308_Bin_75_1
72  20160412_Bin_29_2
73  20160426_Bin_15_2 20160419_Bin_35_3 20110512_Bin_56_1 20110519_Bin_83_1 20110523_Bin_99_1 20110530_Bin_87_1 20160412_Bin_21_3 20160502_Bin_11_6 20160517_Bin_22_7 20160512_Bin_18_1 20110526_Bin_121_1 20110516_Bin_47_1 20110428_Bin_51
309  20110414_Bin_10_1 20110519_Bin_7_3 20110509_Bin_15_1 20110512_Bin_2_4 20160331_Bin_3_4 20100518_Bin_1_2 20110404_Bin_2_19 20110526_Bin_75_1 20110506_Bin_3_3 20100408_Bin_61_1 20160517_Bin_43_3 20160426_Bin_32_6 20160502_Bin_7_2 20110530_Bin_23_2
74  20160502_Bin_43_1 20160426_Bin_11_3 20110523_Bin_132_1 20160412_Bin_14_4 20120510_Bin_20_2 20160419_Bin_29_1 20120503_Bin_22_2 20110519_Bin_97 20110516_Bin_82_1
75  20160331_Bin_62
76  20120503_Bin_8_1 20110526_Bin_9_1 20110414_Bin_8_1 20120412_Bin_10_1 20110407_Bin_15 20160412_Bin_22_2 20110426_Bin_9_1 20160331_Bin_6_2 20160321_Bin_11_2 20120426_Bin_15_1 20110428_Bin_13_1 20110324_Bin_20_1 20110519_Bin_42_1 20160512_Bin_27_6 20110421_Bin_9_1 20100303_Bin_29_1
77  20160512_Bin_72 20160331_Bin_52 20160517_Bin_39_3
78  20160426_Bin_30_2 20100504_Bin_48_1 20110512_Bin_45 20110523_Bin_74 20110516_Bin_57_1 20110519_Bin_75_1 20160331_Bin_36_2 20100430_Bin_13_1 20110506_Bin_45_1 20100423_Bin_19_1 20100518_Bin_61_1 20100420_Bin_41_1 20110509_Bin_66_1 20100511_Bin_48_1
79  20160331_Bin_18_1
260  20110516_Bin_58_1 20110519_Bin_25_1
261  20160412_Bin_50_1 20100518_Bin_64 20100511_Bin_72_1 20120607_Bin_74 20110516_Bin_51 20100504_Bin_76_2
262  20110530_Bin_35_1 20120524_Bin_73_1 20160419_Bin_55_2 20110428_Bin_34_1 20120510_Bin_87_1 20160426_Bin_61_3 20110516_Bin_48_1 20110519_Bin_73_1 20110509_Bin_14_1 20160512_Bin_22_1 20160331_Bin_24_7 20100518_Bin_83_1 20160412_Bin_46_2 20160502_Bin_33_3 20110506_Bin_77_1 20110512_Bin_72_1 20110523_Bin_52_1 20110526_Bin_33_1
263  20110428_Bin_34_2 20160321_Bin_37_2 20110509_Bin_76_1 20160502_Bin_40_1 20120531_Bin_82_1 20160426_Bin_28_1 20160419_Bin_31_1 20160517_Bin_27_2 20120524_Bin_37_1 20100511_Bin_34_1 20110516_Bin_46_1 20110512_Bin_41 20110530_Bin_46_1 20110523_Bin_98_1 20110526_Bin_33_3 20110506_Bin_71_1 20160512_Bin_34_7 20120510_Bin_49_1 20160412_Bin_41_1 20120607_Bin_113 20100518_Bin_117 20100504_Bin_101_1
264  20160426_Bin_26_5 20110516_Bin_45 20120416_Bin_20_1 20120510_Bin_8_2 20160502_Bin_38_1 20110530_Bin_4_1 20120524_Bin_10_1 20110426_Bin_8_1 20120607_Bin_17_2 20110506_Bin_8_1 20110512_Bin_28_1 20100511_Bin_11_1 20120412_Bin_24_1 20120503_Bin_6_1 20120426_Bin_7_2 20160517_Bin_52_1 20160512_Bin_43_1 20110526_Bin_15_1 20110519_Bin_41_1 20110428_Bin_19_1 20110523_Bin_36_1 20110509_Bin_25_1 20110421_Bin_23_1
265  20110516_Bin_36 20160321_Bin_24_1 20110328_Bin_27_1 20110519_Bin_44_1 20120426_Bin_37_1 20110414_Bin_31_1 20110407_Bin_44_1 20110324_Bin_87_1 20110512_Bin_64_1 20100420_Bin_46_1 20110523_Bin_102_1 20120412_Bin_110_1 20110506_Bin_66_1 20160517_Bin_65_5 20110428_Bin_100_1 20110530_Bin_91_1 20100423_Bin_49_1 20160502_Bin_30_3 20100518_Bin_79_1 20100303_Bin_39_1 20110404_Bin_23_1 20110321_Bin_41_1 20160419_Bin_9_1 20100413_Bin_31_1 20110331_Bin_52 20120405_Bin_110_1 20100430_Bin_40 20120308_Bin_105_1 20110426_Bin_64_1 20110421_Bin_57_1 20110509_Bin_78_1 20120416_Bin_78_1 20160426_Bin_17_7 20100511_Bin_58_1 20110526_Bin_117_1 20100408_Bin_48_1 20160512_Bin_45_2 20100504_Bin_64_1
266  20110516_Bin_30 20160517_Bin_27_7 20110519_Bin_33 20160419_Bin_31_2 20100518_Bin_48_1 20160426_Bin_28_8 20160502_Bin_40_7 20100504_Bin_58_1 20110512_Bin_19 20110506_Bin_25_1 20110509_Bin_51_1 20100430_Bin_47_1 20100511_Bin_61_1 20160512_Bin_34_3 20100423_Bin_11
310  20110407_Bin_43 20110328_Bin_50 20110321_Bin_52_1 20120308_Bin_51_1 20110324_Bin_70_1
311  20110407_Bin_29 20100504_Bin_18_2 20100430_Bin_50_1 20160517_Bin_44_1 20160512_Bin_15_6 20110523_Bin_30_1 20120503_Bin_45_1 20160412_Bin_54_5 20110428_Bin_32_1 20110331_Bin_37_1 20110530_Bin_45_1 20120524_Bin_62_1 20120607_Bin_62_1 20110328_Bin_48_1 20110414_Bin_47_1 20160321_Bin_73_1 20120405_Bin_44_2 20110321_Bin_60_1 20100330_Bin_42_1 20110516_Bin_9_1 20100413_Bin_41 20120426_Bin_19_1 20100420_Bin_22_1 20100408_Bin_64_1 20110519_Bin_34_1 20110509_Bin_6_1 20110512_Bin_58 20110404_Bin_33 20110506_Bin_24_1 20110526_Bin_68_1 20120308_Bin_22_1 20110426_Bin_38_1 20160331_Bin_55_1 20120510_Bin_83_1 20110421_Bin_33_1 20160316_Bin_24_7 20120416_Bin_38_2 20110324_Bin_40_3 20120412_Bin_56_2 20100303_Bin_82_1
267  20120607_Bin_91_1 20110523_Bin_130_1 20160502_Bin_30_6 20100518_Bin_8_3 20110516_Bin_27_1 20110519_Bin_56_1 20160517_Bin_65_2 20160512_Bin_52_1 20160426_Bin_17_2
268  20110516_Bin_19_2 20100504_Bin_38_1 20110526_Bin_75_2 20160412_Bin_10_5 20160512_Bin_3_2 20110512_Bin_1_4 20120531_Bin_18_1 20100408_Bin_60_1 20160517_Bin_9_1 20160321_Bin_18_1 20110324_Bin_91_1 20160316_Bin_14_1 20110407_Bin_17_1 20110404_Bin_2_12 20110321_Bin_40_2 20120416_Bin_24_2 20120503_Bin_96_1 20110414_Bin_30_3 20100303_Bin_98_1 20100518_Bin_66_1 20160419_Bin_4_3 20160331_Bin_3_10 20100511_Bin_56 20160426_Bin_5_3 20100330_Bin_45 20160502_Bin_2_17 20120607_Bin_25_1 20120405_Bin_1_11 20110506_Bin_3_2 20110428_Bin_1_4 20120510_Bin_37_3 20120308_Bin_1_4 20120524_Bin_1_1 20110426_Bin_1_6 20120426_Bin_86 20120412_Bin_1_8
